LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,GDP,TOT,USD_CAP,A,1970,5245.93713,
USA,GDP,TOT,USD_CAP,A,1971,5622.604626,
USA,GDP,TOT,USD_CAP,A,1972,6109.110916,
USA,GDP,TOT,USD_CAP,A,1973,6740.378128,
USA,GDP,TOT,USD_CAP,A,1974,7240.951295,
USA,GDP,TOT,USD_CAP,A,1975,7819.775814,
USA,GDP,TOT,USD_CAP,A,1976,8609.38804,
USA,GDP,TOT,USD_CAP,A,1977,9469.156426,
USA,GDP,TOT,USD_CAP,A,1978,10585.1933,
USA,GDP,TOT,USD_CAP,A,1979,11692.90468,
USA,GDP,TOT,USD_CAP,A,1980,12569.95249,
USA,GDP,TOT,USD_CAP,A,1981,13960.19269,
USA,GDP,TOT,USD_CAP,A,1982,14404.52937,
USA,GDP,TOT,USD_CAP,A,1983,15525.50004,
USA,GDP,TOT,USD_CAP,A,1984,17093.04382,
USA,GDP,TOT,USD_CAP,A,1985,18224.8413,
USA,GDP,TOT,USD_CAP,A,1986,19071.37189,
USA,GDP,TOT,USD_CAP,A,1987,20055.00262,
USA,GDP,TOT,USD_CAP,A,1988,21433.96542,
USA,GDP,TOT,USD_CAP,A,1989,22869.80723,
USA,GDP,TOT,USD_CAP,A,1990,23901.05164,
USA,GDP,TOT,USD_CAP,A,1991,24352.31728,
USA,GDP,TOT,USD_CAP,A,1992,25452.46806,
USA,GDP,TOT,USD_CAP,A,1993,26427.94354,
USA,GDP,TOT,USD_CAP,A,1994,27741.94834,
USA,GDP,TOT,USD_CAP,A,1995,28748.70587,
USA,GDP,TOT,USD_CAP,A,1996,30032.55671,
USA,GDP,TOT,USD_CAP,A,1997,31537.87396,
USA,GDP,TOT,USD_CAP,A,1998,32913.40339,
USA,GDP,TOT,USD_CAP,A,1999,34585.23313,
USA,GDP,TOT,USD_CAP,A,2000,36419.44702,
USA,GDP,TOT,USD_CAP,A,2001,37240.15777,
USA,GDP,TOT,USD_CAP,A,2002,38122.32467,
USA,GDP,TOT,USD_CAP,A,2003,39606.47017,
USA,GDP,TOT,USD_CAP,A,2004,41856.5242,
USA,GDP,TOT,USD_CAP,A,2005,44236.60695,
USA,GDP,TOT,USD_CAP,A,2006,46368.98714,
USA,GDP,TOT,USD_CAP,A,2007,47987.49403,
USA,GDP,TOT,USD_CAP,A,2008,48330.06177,
USA,GDP,TOT,USD_CAP,A,2009,46929.88869,
USA,GDP,TOT,USD_CAP,A,2010,48303.17526,
USA,GDP,TOT,USD_CAP,A,2011,49718.77583,
USA,GDP,TOT,USD_CAP,A,2012,51388.15753,
USA,GDP,TOT,USD_CAP,A,2013,52726.31559,
USA,GDP,TOT,USD_CAP,A,2014,54651.3624,
USA,GDP,TOT,USD_CAP,A,2015,56420.41517,
USA,GDP,TOT,USD_CAP,A,2016,57591.19765,
CHL,GDP,TOT,USD_CAP,A,1986,3367.59832,E
CHL,GDP,TOT,USD_CAP,A,1987,3618.003981,E
CHL,GDP,TOT,USD_CAP,A,1988,3950.577178,E
CHL,GDP,TOT,USD_CAP,A,1989,4462.218044,E
CHL,GDP,TOT,USD_CAP,A,1990,4719.980303,E
CHL,GDP,TOT,USD_CAP,A,1991,5170.360006,E
CHL,GDP,TOT,USD_CAP,A,1992,5831.826785,E
CHL,GDP,TOT,USD_CAP,A,1993,6275.993345,E
CHL,GDP,TOT,USD_CAP,A,1994,6658.966111,E
CHL,GDP,TOT,USD_CAP,A,1995,7393.226604,E
CHL,GDP,TOT,USD_CAP,A,1996,7975.179245,
CHL,GDP,TOT,USD_CAP,A,1997,8596.073482,
CHL,GDP,TOT,USD_CAP,A,1998,8943.900341,
CHL,GDP,TOT,USD_CAP,A,1999,8923.99909,
CHL,GDP,TOT,USD_CAP,A,2000,9488.037995,
CHL,GDP,TOT,USD_CAP,A,2001,9912.846258,
CHL,GDP,TOT,USD_CAP,A,2002,10263.12009,
CHL,GDP,TOT,USD_CAP,A,2003,10776.99148,
CHL,GDP,TOT,USD_CAP,A,2004,11745.80984,
CHL,GDP,TOT,USD_CAP,A,2005,12667.85359,
CHL,GDP,TOT,USD_CAP,A,2006,15671.6589,
CHL,GDP,TOT,USD_CAP,A,2007,16862.70234,
CHL,GDP,TOT,USD_CAP,A,2008,16450.94122,
CHL,GDP,TOT,USD_CAP,A,2009,16131.93981,
CHL,GDP,TOT,USD_CAP,A,2010,18158.51453,
CHL,GDP,TOT,USD_CAP,A,2011,20302.78871,
CHL,GDP,TOT,USD_CAP,A,2012,21446.53762,
CHL,GDP,TOT,USD_CAP,A,2013,22352.53073,
CHL,GDP,TOT,USD_CAP,A,2014,22727.00242,
CHL,GDP,TOT,USD_CAP,A,2015,22293.50513,
CHL,GDP,TOT,USD_CAP,A,2016,22726.6862,E
CHN,GDP,TOT,USD_CAP,A,1980,310.887532,
CHN,GDP,TOT,USD_CAP,A,1981,349.807004,
CHN,GDP,TOT,USD_CAP,A,1982,396.543201,
CHN,GDP,TOT,USD_CAP,A,1983,450.663023,
CHN,GDP,TOT,USD_CAP,A,1984,530.792693,
CHN,GDP,TOT,USD_CAP,A,1985,613.123976,
CHN,GDP,TOT,USD_CAP,A,1986,670.716058,
CHN,GDP,TOT,USD_CAP,A,1987,755.165537,
CHN,GDP,TOT,USD_CAP,A,1988,856.156818,
CHN,GDP,TOT,USD_CAP,A,1989,912.768798,
CHN,GDP,TOT,USD_CAP,A,1990,979.538645,
CHN,GDP,TOT,USD_CAP,A,1991,1091.984437,
CHN,GDP,TOT,USD_CAP,A,1992,1260.977649,
CHN,GDP,TOT,USD_CAP,A,1993,1453.3119,
CHN,GDP,TOT,USD_CAP,A,1994,1659.299877,
CHN,GDP,TOT,USD_CAP,A,1995,1859.657394,
CHN,GDP,TOT,USD_CAP,A,1996,2060.045593,
CHN,GDP,TOT,USD_CAP,A,1997,2265.815295,
CHN,GDP,TOT,USD_CAP,A,1998,2447.447551,
CHN,GDP,TOT,USD_CAP,A,1999,2653.628503,
CHN,GDP,TOT,USD_CAP,A,2000,2922.241876,
CHN,GDP,TOT,USD_CAP,A,2001,3215.673982,
CHN,GDP,TOT,USD_CAP,A,2002,3540.245226,
CHN,GDP,TOT,USD_CAP,A,2003,3949.412082,
CHN,GDP,TOT,USD_CAP,A,2004,4442.162984,
CHN,GDP,TOT,USD_CAP,A,2005,5077.604522,
CHN,GDP,TOT,USD_CAP,A,2006,5868.23174,
CHN,GDP,TOT,USD_CAP,A,2007,6846.292802,
CHN,GDP,TOT,USD_CAP,A,2008,7615.72822,
CHN,GDP,TOT,USD_CAP,A,2009,8354.100051,
CHN,GDP,TOT,USD_CAP,A,2010,9310.817374,
CHN,GDP,TOT,USD_CAP,A,2011,10359.54933,
CHN,GDP,TOT,USD_CAP,A,2012,11323.02198,
CHN,GDP,TOT,USD_CAP,A,2013,12337.60788,
CHN,GDP,TOT,USD_CAP,A,2014,13405.02714,
CHN,GDP,TOT,USD_CAP,A,2015,14338.35412,
COL,GDP,TOT,USD_CAP,A,2000,6603.048676,
COL,GDP,TOT,USD_CAP,A,2001,6779.693554,
COL,GDP,TOT,USD_CAP,A,2002,6968.16344,
COL,GDP,TOT,USD_CAP,A,2003,7293.794062,
COL,GDP,TOT,USD_CAP,A,2004,7797.230571,
COL,GDP,TOT,USD_CAP,A,2005,8324.714657,
COL,GDP,TOT,USD_CAP,A,2006,9046.028501,
COL,GDP,TOT,USD_CAP,A,2007,9809.877945,
COL,GDP,TOT,USD_CAP,A,2008,10234.92987,
COL,GDP,TOT,USD_CAP,A,2009,10359.99139,
COL,GDP,TOT,USD_CAP,A,2010,10775.87116,
COL,GDP,TOT,USD_CAP,A,2011,11586.87358,
COL,GDP,TOT,USD_CAP,A,2012,12135.91279,
COL,GDP,TOT,USD_CAP,A,2013,12784.96564,E
COL,GDP,TOT,USD_CAP,A,2014,13431.51762,
COL,GDP,TOT,USD_CAP,A,2015,13833.17562,
COL,GDP,TOT,USD_CAP,A,2016,14129.58566,E
EST,GDP,TOT,USD_CAP,A,1993,5572.512773,E
EST,GDP,TOT,USD_CAP,A,1994,5727.623558,E
EST,GDP,TOT,USD_CAP,A,1995,6233.73568,
EST,GDP,TOT,USD_CAP,A,1996,6778.023327,
EST,GDP,TOT,USD_CAP,A,1997,7802.404007,
EST,GDP,TOT,USD_CAP,A,1998,8317.105156,
EST,GDP,TOT,USD_CAP,A,1999,8435.213415,
EST,GDP,TOT,USD_CAP,A,2000,9390.760261,
EST,GDP,TOT,USD_CAP,A,2001,10277.40453,
EST,GDP,TOT,USD_CAP,A,2002,11555.84553,
EST,GDP,TOT,USD_CAP,A,2003,13021.2369,
EST,GDP,TOT,USD_CAP,A,2004,14384.99362,
EST,GDP,TOT,USD_CAP,A,2005,16466.02273,
EST,GDP,TOT,USD_CAP,A,2006,19205.01419,
EST,GDP,TOT,USD_CAP,A,2007,21924.19503,
EST,GDP,TOT,USD_CAP,A,2008,22641.84013,
EST,GDP,TOT,USD_CAP,A,2009,20480.50705,
EST,GDP,TOT,USD_CAP,A,2010,21573.17775,
EST,GDP,TOT,USD_CAP,A,2011,24501.34442,
EST,GDP,TOT,USD_CAP,A,2012,25973.31691,
EST,GDP,TOT,USD_CAP,A,2013,27449.85271,
EST,GDP,TOT,USD_CAP,A,2014,28511.18553,
EST,GDP,TOT,USD_CAP,A,2015,28734.99,
EST,GDP,TOT,USD_CAP,A,2016,29740.8394,
EST,GDP,TOT,USD_CAP,A,2017,31634.79901,
IND,GDP,TOT,USD_CAP,A,2004,2718.693189,
IND,GDP,TOT,USD_CAP,A,2005,3018.860861,
IND,GDP,TOT,USD_CAP,A,2006,3351.377915,
IND,GDP,TOT,USD_CAP,A,2007,3725.078479,
IND,GDP,TOT,USD_CAP,A,2008,3858.949899,
IND,GDP,TOT,USD_CAP,A,2009,4242.564793,
IDN,GDP,TOT,USD_CAP,A,1993,4523.269249,E
IDN,GDP,TOT,USD_CAP,A,1994,4888.212072,E
IDN,GDP,TOT,USD_CAP,A,1995,5315.570473,E
IDN,GDP,TOT,USD_CAP,A,1996,5746.409998,E
IDN,GDP,TOT,USD_CAP,A,1997,6027.274838,E
IDN,GDP,TOT,USD_CAP,A,1998,5214.195628,E
IDN,GDP,TOT,USD_CAP,A,1999,5257.571918,E
IDN,GDP,TOT,USD_CAP,A,2000,5192.637844,E
IDN,GDP,TOT,USD_CAP,A,2001,5428.708668,E
IDN,GDP,TOT,USD_CAP,A,2002,5680.772353,E
IDN,GDP,TOT,USD_CAP,A,2003,5987.474248,E
IDN,GDP,TOT,USD_CAP,A,2004,6372.662348,E
IDN,GDP,TOT,USD_CAP,A,2005,6856.464422,E
IDN,GDP,TOT,USD_CAP,A,2006,7358.969249,E
IDN,GDP,TOT,USD_CAP,A,2007,7931.092062,E
IDN,GDP,TOT,USD_CAP,A,2008,8464.897746,
IDN,GDP,TOT,USD_CAP,A,2009,8637.561392,
IDN,GDP,TOT,USD_CAP,A,2010,8432.687957,
IDN,GDP,TOT,USD_CAP,A,2011,8973.551846,E
IDN,GDP,TOT,USD_CAP,A,2012,9554.344552,E
IDN,GDP,TOT,USD_CAP,A,2013,10108.43398,E
IDN,GDP,TOT,USD_CAP,A,2014,10661.15755,E
IDN,GDP,TOT,USD_CAP,A,2015,11150.25804,E
ISR,GDP,TOT,USD_CAP,A,1995,19743.64788,
ISR,GDP,TOT,USD_CAP,A,1996,20778.37917,
ISR,GDP,TOT,USD_CAP,A,1997,21436.64355,
ISR,GDP,TOT,USD_CAP,A,1998,22025.57061,
ISR,GDP,TOT,USD_CAP,A,1999,22556.21774,
ISR,GDP,TOT,USD_CAP,A,2000,24876.87686,
ISR,GDP,TOT,USD_CAP,A,2001,24864.26353,
ISR,GDP,TOT,USD_CAP,A,2002,25133.57057,
ISR,GDP,TOT,USD_CAP,A,2003,23713.33919,
ISR,GDP,TOT,USD_CAP,A,2004,25126.25052,
ISR,GDP,TOT,USD_CAP,A,2005,24709.14894,
ISR,GDP,TOT,USD_CAP,A,2006,25550.38775,
ISR,GDP,TOT,USD_CAP,A,2007,27349.88395,
ISR,GDP,TOT,USD_CAP,A,2008,27241.81712,
ISR,GDP,TOT,USD_CAP,A,2009,27511.41896,
ISR,GDP,TOT,USD_CAP,A,2010,28838.90524,
ISR,GDP,TOT,USD_CAP,A,2011,30569.05603,
ISR,GDP,TOT,USD_CAP,A,2012,31721.32376,
ISR,GDP,TOT,USD_CAP,A,2013,34143.74276,
ISR,GDP,TOT,USD_CAP,A,2014,34101.48645,
ISR,GDP,TOT,USD_CAP,A,2015,35901.77572,
ISR,GDP,TOT,USD_CAP,A,2016,37269.56584,
RUS,GDP,TOT,USD_CAP,A,1995,6038.113714,E
RUS,GDP,TOT,USD_CAP,A,1996,5935.153042,E
RUS,GDP,TOT,USD_CAP,A,1997,6130.234162,E
RUS,GDP,TOT,USD_CAP,A,1998,5875.269794,E
RUS,GDP,TOT,USD_CAP,A,1999,6363.68558,E
RUS,GDP,TOT,USD_CAP,A,2000,7344.02361,E
RUS,GDP,TOT,USD_CAP,A,2001,7927.348702,E
RUS,GDP,TOT,USD_CAP,A,2002,8648.175283,E
RUS,GDP,TOT,USD_CAP,A,2003,9967.044486,E
RUS,GDP,TOT,USD_CAP,A,2004,11020.29479,E
RUS,GDP,TOT,USD_CAP,A,2005,12733.90161,E
RUS,GDP,TOT,USD_CAP,A,2006,16066.27947,E
RUS,GDP,TOT,USD_CAP,A,2007,17932.27034,E
RUS,GDP,TOT,USD_CAP,A,2008,21718.30504,E
RUS,GDP,TOT,USD_CAP,A,2009,20881.38975,E
RUS,GDP,TOT,USD_CAP,A,2010,22078.42479,E
RUS,GDP,TOT,USD_CAP,A,2011,24310.03883,
RUS,GDP,TOT,USD_CAP,A,2012,25820.93213,E
RUS,GDP,TOT,USD_CAP,A,2013,26278.16343,E
RUS,GDP,TOT,USD_CAP,A,2014,26226.66985,E
RUS,GDP,TOT,USD_CAP,A,2015,24709.7241,E
RUS,GDP,TOT,USD_CAP,A,2016,24855.07982,E
SVN,GDP,TOT,USD_CAP,A,1995,13563.21512,
SVN,GDP,TOT,USD_CAP,A,1996,14260.01214,
SVN,GDP,TOT,USD_CAP,A,1997,15261.01839,
SVN,GDP,TOT,USD_CAP,A,1998,16021.79556,
SVN,GDP,TOT,USD_CAP,A,1999,17061.43655,
SVN,GDP,TOT,USD_CAP,A,2000,18043.18127,
SVN,GDP,TOT,USD_CAP,A,2001,18972.10764,
SVN,GDP,TOT,USD_CAP,A,2002,20299.93324,
SVN,GDP,TOT,USD_CAP,A,2003,21126.39378,
SVN,GDP,TOT,USD_CAP,A,2004,22782.05911,
SVN,GDP,TOT,USD_CAP,A,2005,23941.23464,
SVN,GDP,TOT,USD_CAP,A,2006,25753.91817,
SVN,GDP,TOT,USD_CAP,A,2007,27590.77917,
SVN,GDP,TOT,USD_CAP,A,2008,29614.5876,B
SVN,GDP,TOT,USD_CAP,A,2009,27444.2593,
SVN,GDP,TOT,USD_CAP,A,2010,27763.19199,
SVN,GDP,TOT,USD_CAP,A,2011,28804.7273,
SVN,GDP,TOT,USD_CAP,A,2012,28906.32874,
SVN,GDP,TOT,USD_CAP,A,2013,29802.65341,
SVN,GDP,TOT,USD_CAP,A,2014,30856.80321,
SVN,GDP,TOT,USD_CAP,A,2015,31471.87859,
SVN,GDP,TOT,USD_CAP,A,2016,32729.60643,
SVN,GDP,TOT,USD_CAP,A,2017,34819.43925,
ZAF,GDP,TOT,USD_CAP,A,1985,5699.29117,
ZAF,GDP,TOT,USD_CAP,A,1986,5683.360554,
ZAF,GDP,TOT,USD_CAP,A,1987,5820.282739,
ZAF,GDP,TOT,USD_CAP,A,1988,6132.482625,
ZAF,GDP,TOT,USD_CAP,A,1989,6438.971288,
ZAF,GDP,TOT,USD_CAP,A,1990,6512.330053,
ZAF,GDP,TOT,USD_CAP,A,1991,6517.468592,
ZAF,GDP,TOT,USD_CAP,A,1992,6384.320641,
ZAF,GDP,TOT,USD_CAP,A,1993,6476.91592,
ZAF,GDP,TOT,USD_CAP,A,1994,6686.257214,
ZAF,GDP,TOT,USD_CAP,A,1995,6894.618589,
ZAF,GDP,TOT,USD_CAP,A,1996,7177.839188,
ZAF,GDP,TOT,USD_CAP,A,1997,7349.017943,
ZAF,GDP,TOT,USD_CAP,A,1998,7328.638322,
ZAF,GDP,TOT,USD_CAP,A,1999,7482.179519,
ZAF,GDP,TOT,USD_CAP,A,2000,7838.630241,
ZAF,GDP,TOT,USD_CAP,A,2001,8109.080743,
ZAF,GDP,TOT,USD_CAP,A,2002,8327.471599,
ZAF,GDP,TOT,USD_CAP,A,2003,8642.424381,
ZAF,GDP,TOT,USD_CAP,A,2004,9173.91446,
ZAF,GDP,TOT,USD_CAP,A,2005,9847.078636,
ZAF,GDP,TOT,USD_CAP,A,2006,10584.2845,
ZAF,GDP,TOT,USD_CAP,A,2007,11301.77886,
ZAF,GDP,TOT,USD_CAP,A,2008,11735.2578,
ZAF,GDP,TOT,USD_CAP,A,2009,11486.26907,
ZAF,GDP,TOT,USD_CAP,A,2010,11815.49575,
ZAF,GDP,TOT,USD_CAP,A,2011,12280.65252,
ZAF,GDP,TOT,USD_CAP,A,2012,12600.20276,
ZAF,GDP,TOT,USD_CAP,A,2013,12929.94116,
ZAF,GDP,TOT,USD_CAP,A,2014,13184.51672,
ZAF,GDP,TOT,USD_CAP,A,2015,13292.80738,
ZAF,GDP,TOT,USD_CAP,A,2016,13321.17416,
DEW,GDP,TOT,USD_CAP,A,1970,4562.672226,
DEW,GDP,TOT,USD_CAP,A,1971,4892.259126,
DEW,GDP,TOT,USD_CAP,A,1972,5291.97128,
DEW,GDP,TOT,USD_CAP,A,1973,5817.915555,
DEW,GDP,TOT,USD_CAP,A,1974,6389.028716,
DEW,GDP,TOT,USD_CAP,A,1975,6945.497442,
DEW,GDP,TOT,USD_CAP,A,1976,7726.674065,
DEW,GDP,TOT,USD_CAP,A,1977,8498.827583,
DEW,GDP,TOT,USD_CAP,A,1978,9380.302036,
DEW,GDP,TOT,USD_CAP,A,1979,10570.38782,
DEW,GDP,TOT,USD_CAP,A,1980,11646.91142,
DEW,GDP,TOT,USD_CAP,A,1981,12777.36095,
DEW,GDP,TOT,USD_CAP,A,1982,13526.33154,
DEW,GDP,TOT,USD_CAP,A,1983,14331.25622,
DEW,GDP,TOT,USD_CAP,A,1984,15320.73746,
DEW,GDP,TOT,USD_CAP,A,1985,16218.80661,
DEW,GDP,TOT,USD_CAP,A,1986,16912.75262,
DEW,GDP,TOT,USD_CAP,A,1987,17584.46441,
DEW,GDP,TOT,USD_CAP,A,1988,18760.25042,
DEW,GDP,TOT,USD_CAP,A,1989,20049.14509,
DEW,GDP,TOT,USD_CAP,A,1990,21471.47805,
DEW,GDP,TOT,USD_CAP,A,1991,23020.52001,
EU28,GDP,TOT,USD_CAP,A,1995,18059.37129,
EU28,GDP,TOT,USD_CAP,A,1996,18766.88718,
EU28,GDP,TOT,USD_CAP,A,1997,19584.94027,
EU28,GDP,TOT,USD_CAP,A,1998,20428.97351,
EU28,GDP,TOT,USD_CAP,A,1999,21223.27901,
EU28,GDP,TOT,USD_CAP,A,2000,22634.394,
EU28,GDP,TOT,USD_CAP,A,2001,23759.2377,
EU28,GDP,TOT,USD_CAP,A,2002,24814.01889,
EU28,GDP,TOT,USD_CAP,A,2003,25405.70561,
EU28,GDP,TOT,USD_CAP,A,2004,26647.9505,
EU28,GDP,TOT,USD_CAP,A,2005,27587.26949,
EU28,GDP,TOT,USD_CAP,A,2006,29846.86646,
EU28,GDP,TOT,USD_CAP,A,2007,31611.42717,
EU28,GDP,TOT,USD_CAP,A,2008,33033.50684,
EU28,GDP,TOT,USD_CAP,A,2009,32212.26316,
EU28,GDP,TOT,USD_CAP,A,2010,33318.36837,
EU28,GDP,TOT,USD_CAP,A,2011,34670.22579,
EU28,GDP,TOT,USD_CAP,A,2012,35214.02791,
EU28,GDP,TOT,USD_CAP,A,2013,36457.71197,
EU28,GDP,TOT,USD_CAP,A,2014,37494.95757,
EU28,GDP,TOT,USD_CAP,A,2015,38448.40957,
EU28,GDP,TOT,USD_CAP,A,2016,39620.83313,
EU28,GDP,TOT,USD_CAP,A,2017,40913.98078,
OECD,GDP,TOT,USD_CAP,A,1970,3578.458949,E
OECD,GDP,TOT,USD_CAP,A,1971,3853.989452,E
OECD,GDP,TOT,USD_CAP,A,1972,4193.35828,E
OECD,GDP,TOT,USD_CAP,A,1973,4640.553921,E
OECD,GDP,TOT,USD_CAP,A,1974,5060.61339,E
OECD,GDP,TOT,USD_CAP,A,1975,5496.37251,E
OECD,GDP,TOT,USD_CAP,A,1976,6024.298634,E
OECD,GDP,TOT,USD_CAP,A,1977,6569.874664,E
OECD,GDP,TOT,USD_CAP,A,1978,7278.574809,E
OECD,GDP,TOT,USD_CAP,A,1979,8109.14079,E
OECD,GDP,TOT,USD_CAP,A,1980,8864.161596,E
OECD,GDP,TOT,USD_CAP,A,1981,9820.810726,E
OECD,GDP,TOT,USD_CAP,A,1982,10352.87318,E
OECD,GDP,TOT,USD_CAP,A,1983,10997.34056,E
OECD,GDP,TOT,USD_CAP,A,1984,11835.18509,E
OECD,GDP,TOT,USD_CAP,A,1985,12580.4512,E
OECD,GDP,TOT,USD_CAP,A,1986,13116.80693,E
OECD,GDP,TOT,USD_CAP,A,1987,13845.88851,E
OECD,GDP,TOT,USD_CAP,A,1988,14873.10998,E
OECD,GDP,TOT,USD_CAP,A,1989,15899.00964,E
OECD,GDP,TOT,USD_CAP,A,1990,16846.98864,E
OECD,GDP,TOT,USD_CAP,A,1991,17513.46042,E
OECD,GDP,TOT,USD_CAP,A,1992,18164.63458,E
OECD,GDP,TOT,USD_CAP,A,1993,18758.40308,E
OECD,GDP,TOT,USD_CAP,A,1994,19599.31939,E
OECD,GDP,TOT,USD_CAP,A,1995,20373.95644,E
OECD,GDP,TOT,USD_CAP,A,1996,21261.08389,E
OECD,GDP,TOT,USD_CAP,A,1997,22260.42347,E
OECD,GDP,TOT,USD_CAP,A,1998,22854.94775,
OECD,GDP,TOT,USD_CAP,A,1999,23802.73691,
OECD,GDP,TOT,USD_CAP,A,2000,25283.37898,
OECD,GDP,TOT,USD_CAP,A,2001,26090.74851,
OECD,GDP,TOT,USD_CAP,A,2002,26903.26372,
OECD,GDP,TOT,USD_CAP,A,2003,27670.51523,
OECD,GDP,TOT,USD_CAP,A,2004,29152.5876,
OECD,GDP,TOT,USD_CAP,A,2005,30555.35073,
OECD,GDP,TOT,USD_CAP,A,2006,32559.70507,
OECD,GDP,TOT,USD_CAP,A,2007,34105.40577,
OECD,GDP,TOT,USD_CAP,A,2008,34941.71169,B
OECD,GDP,TOT,USD_CAP,A,2009,33970.76966,
OECD,GDP,TOT,USD_CAP,A,2010,35292.05279,
OECD,GDP,TOT,USD_CAP,A,2011,36656.41109,P
OECD,GDP,TOT,USD_CAP,A,2012,37617.15209,E
OECD,GDP,TOT,USD_CAP,A,2013,38935.99223,E
OECD,GDP,TOT,USD_CAP,A,2014,40090.40253,E
OECD,GDP,TOT,USD_CAP,A,2015,41110.86071,E
OECD,GDP,TOT,USD_CAP,A,2016,42162.45215,E
OECDE,GDP,TOT,USD_CAP,A,1995,18279.11824,E
OECDE,GDP,TOT,USD_CAP,A,1996,19014.78996,E
OECDE,GDP,TOT,USD_CAP,A,1997,19886.66323,E
OECDE,GDP,TOT,USD_CAP,A,1998,20329.38539,
OECDE,GDP,TOT,USD_CAP,A,1999,21050.23047,
OECDE,GDP,TOT,USD_CAP,A,2000,22489.70953,
OECDE,GDP,TOT,USD_CAP,A,2001,23430.47718,
OECDE,GDP,TOT,USD_CAP,A,2002,24332.88409,
OECDE,GDP,TOT,USD_CAP,A,2003,24840.29094,
OECDE,GDP,TOT,USD_CAP,A,2004,26093.4076,
OECDE,GDP,TOT,USD_CAP,A,2005,27069.93709,
OECDE,GDP,TOT,USD_CAP,A,2006,29334.09221,
OECDE,GDP,TOT,USD_CAP,A,2007,31028.38798,
OECDE,GDP,TOT,USD_CAP,A,2008,32389.34396,B
OECDE,GDP,TOT,USD_CAP,A,2009,31507.29631,
OECDE,GDP,TOT,USD_CAP,A,2010,32732.4475,
OECDE,GDP,TOT,USD_CAP,A,2011,34240.53744,P
OECDE,GDP,TOT,USD_CAP,A,2012,34851.06626,E
OECDE,GDP,TOT,USD_CAP,A,2013,36193.4285,E
OECDE,GDP,TOT,USD_CAP,A,2014,37332.39967,E
OECDE,GDP,TOT,USD_CAP,A,2015,38239.77566,E
OECDE,GDP,TOT,USD_CAP,A,2016,39247.72223,E
LVA,GDP,TOT,USD_CAP,A,1995,5507.941712,
LVA,GDP,TOT,USD_CAP,A,1996,5795.200626,
LVA,GDP,TOT,USD_CAP,A,1997,6481.587939,
LVA,GDP,TOT,USD_CAP,A,1998,7070.939422,
LVA,GDP,TOT,USD_CAP,A,1999,7405.207423,
LVA,GDP,TOT,USD_CAP,A,2000,8017.80095,
LVA,GDP,TOT,USD_CAP,A,2001,9040.596111,
LVA,GDP,TOT,USD_CAP,A,2002,10069.14336,
LVA,GDP,TOT,USD_CAP,A,2003,11025.2271,
LVA,GDP,TOT,USD_CAP,A,2004,12219.46824,
LVA,GDP,TOT,USD_CAP,A,2005,13847.87004,
LVA,GDP,TOT,USD_CAP,A,2006,15752.36296,
LVA,GDP,TOT,USD_CAP,A,2007,18120.39986,
LVA,GDP,TOT,USD_CAP,A,2008,19428.57188,
LVA,GDP,TOT,USD_CAP,A,2009,16866.29509,
LVA,GDP,TOT,USD_CAP,A,2010,17578.06198,
LVA,GDP,TOT,USD_CAP,A,2011,19781.82657,
LVA,GDP,TOT,USD_CAP,A,2012,21259.86652,
LVA,GDP,TOT,USD_CAP,A,2013,22674.54179,
LVA,GDP,TOT,USD_CAP,A,2014,23802.33547,
LVA,GDP,TOT,USD_CAP,A,2015,24512.71603,
LVA,GDP,TOT,USD_CAP,A,2016,25590.00885,
LVA,GDP,TOT,USD_CAP,A,2017,27634.92219,
BRA,GDP,TOT,USD_CAP,A,2000,9108.328031,
BRA,GDP,TOT,USD_CAP,A,2001,9314.514532,
BRA,GDP,TOT,USD_CAP,A,2002,9615.560042,
BRA,GDP,TOT,USD_CAP,A,2003,9790.531882,
BRA,GDP,TOT,USD_CAP,A,2004,10505.84539,
BRA,GDP,TOT,USD_CAP,A,2005,11055.7653,
BRA,GDP,TOT,USD_CAP,A,2006,11708.76545,
BRA,GDP,TOT,USD_CAP,A,2007,12606.81751,
BRA,GDP,TOT,USD_CAP,A,2008,13362.97108,
BRA,GDP,TOT,USD_CAP,A,2009,13307.7452,
BRA,GDP,TOT,USD_CAP,A,2010,14339.59216,
BRA,GDP,TOT,USD_CAP,A,2011,15070.92344,
BRA,GDP,TOT,USD_CAP,A,2012,15498.51212,
BRA,GDP,TOT,USD_CAP,A,2013,16077.58305,
BRA,GDP,TOT,USD_CAP,A,2014,16307.10051,
BRA,GDP,TOT,USD_CAP,A,2015,15730.82087,E
BRA,GDP,TOT,USD_CAP,A,2016,15243.19616,E
LTU,GDP,TOT,USD_CAP,A,1995,5923.628964,
LTU,GDP,TOT,USD_CAP,A,1996,6378.007398,
LTU,GDP,TOT,USD_CAP,A,1997,7066.586743,
LTU,GDP,TOT,USD_CAP,A,1998,7756.757435,
LTU,GDP,TOT,USD_CAP,A,1999,7821.726018,
LTU,GDP,TOT,USD_CAP,A,2000,8456.370584,
LTU,GDP,TOT,USD_CAP,A,2001,9459.469682,
LTU,GDP,TOT,USD_CAP,A,2002,10494.37076,
LTU,GDP,TOT,USD_CAP,A,2003,12066.86114,
LTU,GDP,TOT,USD_CAP,A,2004,13036.17267,
